Feature ID	Taxon	Confidence
06d8bff483ae9316a8d2f3890f1db297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.9712837749586123
06e005a10478212dd3c792dfaad77a76	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9399240174979632
06e9d8749042ddfe949dc10c37986e38	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9227330113010976
06fa22a13c530e31b6c089a9bc9dc873	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.9951743210691189
0712194760d7709fe0679b84ddb8ae6b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; s__	0.9809417818140567
071b235c27e63d0defe2fdb2403d5cdf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9961247565885862
071fbfeb236bdc2cc74c7a745e2b986c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.7015662804085627
072dc526c525ca044fe538ca97d353f1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	0.7757743491602249
072e74131a91a1e5987345a05073be04	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0.9928343995161331
073998d3ae39cd4bba4fd0d6321ce86e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9056976204404444
073e0fd0fade814e6a2d1a446e1863db	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9941957546646171
